banco;moneda_total;fecha;metrica;delta_aa;delta_ma;moneda_total_1_month_ago;moneda_total_12_months_ago;moneda_total_24_months_ago;moneda_total_36_months_ago;ms_moneda_total;ms_delta_aa;ms_delta_ma;ms_moneda_total_1_month_ago;ms_moneda_total_12_months_ago;ms_moneda_total_24_months_ago;ms_moneda_total_36_months_ago;fecha_date
BANCO DEL ESTADO DE CHILE;349864000000.0;202001;ctra_consumo_tarjetas;0.11735868700837071;0.006924577934599219;347458000000.0;313117000000.0;266449000000.0;225966000000.0;0.03633142948407281;0.03311623425189025;-0.005972495022202762;0.03654972251988572;0.035166836295415935;0.046103787117191784;0.04239442200579052;2020-01-01
BANCO DEL ESTADO DE CHILE;349082000000.0;202002;ctra_consumo_tarjetas;0.11285669198963277;-0.0022351542313584494;349864000000.0;313681000000.0;267649000000.0;227426000000.0;0.03643377696953453;0.034348122987236884;0.002817050881705363;0.03633142948407281;0.035223902049836366;0.04685686674935728;0.042921255859950026;2020-02-01
BANCO DEL ESTADO DE CHILE;345558000000.0;202003;ctra_consumo_tarjetas;0.09969417403120628;-0.010095049300737347;349082000000.0;314231000000.0;269914000000.0;232314000000.0;0.03673872307851783;0.0466749743289292;0.008369873626835167;0.03643377696953453;0.03510041223835766;0.046612038372203464;0.04293670073795664;2020-03-01
BANCO DEL ESTADO DE CHILE;324082000000.0;202004;ctra_consumo_tarjetas;0.011630810723070484;-0.062148756503973335;345558000000.0;320356000000.0;274185000000.0;231434000000.0;0.036323332149761314;0.039418574804076956;-0.011306624018171396;0.03673872307851783;0.034945817816088194;0.04651350975844732;0.042789613450604766;2020-04-01
BANCO DEL ESTADO DE CHILE;304379000000.0;202005;ctra_consumo_tarjetas;-0.06873309591119925;-0.060796341666615294;324082000000.0;326844000000.0;278974000000.0;237522000000.0;0.035501135904785076;0.009037814102047959;-0.022635485136284217;0.036323332149761314;0.03518315707164837;0.04690954962299031;0.043176515605274135;2020-05-01
BANCO DEL ESTADO DE CHILE;289009000000.0;202006;ctra_consumo_tarjetas;-0.10308046576294749;-0.05049625631203203;304379000000.0;322224000000.0;276640000000.0;236833000000.0;0.03482836777418231;-0.015481647262837517;-0.018950608577909978;0.035501135904785076;0.0353760472594059;0.04734007281376873;0.043757442393908066;2020-06-01
BANCO DEL ESTADO DE CHILE;280306000000.0;202007;ctra_consumo_tarjetas;-0.1545767394444998;-0.030113249068368098;289009000000.0;331557000000.0;281655000000.0;240532000000.0;0.03446417167634422;-0.04771397232784791;-0.01045688101720521;0.03482836777418231;0.036190987450053565;0.04812736360709767;0.0444700978840596;2020-07-01
BANCO DEL ESTADO DE CHILE;269116000000.0;202008;ctra_consumo_tarjetas;-0.19993102751169856;-0.03992065813789214;280306000000.0;336366000000.0;284879000000.0;244539000000.0;0.034250337646761164;-0.06332974582761708;-0.006204531232933297;0.03446417167634422;0.03656605672507862;0.048282456753169646;0.045198436623784595;2020-08-01
BANCO DEL ESTADO DE CHILE;259403000000.0;202009;ctra_consumo_tarjetas;-0.22652390025434366;-0.03609224275033818;269116000000.0;335373000000.0;280603000000.0;243912000000.0;0.03347488373935678;-0.08402110667399121;-0.02264076679774607;0.034250337646761164;0.0365454749921215;0.047910085716476064;0.04546188230145467;2020-09-01
BANCO DEL ESTADO DE CHILE;249202000000.0;202010;ctra_consumo_tarjetas;-0.26747091365514974;-0.039324911431247944;259403000000.0;340194000000.0;291703000000.0;246992000000.0;0.032745749821062736;-0.11158386076044668;-0.021781522050121294;0.03347488373935678;0.036858571535059816;0.04833654883242005;0.045579334878159905;2020-10-01
BANCO DEL ESTADO DE CHILE;258636000000.0;202011;ctra_consumo_tarjetas;-0.24124739636811687;0.03785683903018433;249202000000.0;340870000000.0;296626000000.0;255329000000.0;0.03275544774808513;-0.11950661986767452;0.00029615834346086167;0.032745749821062736;0.03720124249334215;0.048454168187873306;0.04576237132923246;2020-11-01
BANCO DEL ESTADO DE CHILE;263442000000.0;202012;ctra_consumo_tarjetas;-0.24180188684675563;0.018582099939683516;258636000000.0;347458000000.0;306563000000.0;264415000000.0;0.03293596438982163;-0.09887238208437665;0.0055110418005828166;0.03275544774808513;0.03654972251988572;0.034680555345013624;0.04573897466093843;2020-12-01
BANCO DEL ESTADO DE CHILE;252394000000.0;202101;ctra_consumo_tarjetas;-0.2785939679418288;-0.04193712468019528;263442000000.0;349864000000.0;313117000000.0;266449000000.0;0.03258552677615354;-0.10310364224896296;-0.010639968197694194;0.03293596438982163;0.03633142948407281;0.035166836295415935;0.046103787117191784;2021-01-01
BANCO DEL ESTADO DE CHILE;243776000000.0;202102;ctra_consumo_tarjetas;-0.3016655112552351;-0.034145027219347535;252394000000.0;349082000000.0;313681000000.0;267649000000.0;0.031898705489041036;-0.12447437124857141;-0.021077495288955306;0.03258552677615354;0.03643377696953453;0.035223902049836366;0.04685686674935728;2021-02-01
BANCO DEL ESTADO DE CHILE;251029000000.0;202103;ctra_consumo_tarjetas;-0.2735546565265454;0.029752723812024096;243776000000.0;345558000000.0;314231000000.0;269914000000.0;0.03180059101728219;-0.13441218549381495;-0.0030758135872489545;0.031898705489041036;0.03673872307851783;0.03510041223835766;0.046612038372203464;2021-03-01
BANCO DEL ESTADO DE CHILE;248944000000.0;202104;ctra_consumo_tarjetas;-0.23184872964249792;-0.008305813272570073;251029000000.0;324082000000.0;320356000000.0;274185000000.0;0.03160014313388311;-0.13003182077031006;-0.006303275410515119;0.03180059101728219;0.036323332149761314;0.034945817816088194;0.04651350975844732;2021-04-01
BANCO DEL ESTADO DE CHILE;247102000000.0;202105;ctra_consumo_tarjetas;-0.188176582484337;-0.007399254450800141;248944000000.0;304379000000.0;326844000000.0;278974000000.0;0.0315871527358778;-0.11024951932255556;-0.0004110866824327264;0.03160014313388311;0.035501135904785076;0.03518315707164837;0.04690954962299031;2021-05-01
BANCO DEL ESTADO DE CHILE;247945000000.0;202106;ctra_consumo_tarjetas;-0.14208554058870138;0.003411546648752317;247102000000.0;289009000000.0;322224000000.0;276640000000.0;0.031318124926660806;-0.10078688930474622;-0.008517000929666785;0.0315871527358778;0.03482836777418231;0.0353760472594059;0.04734007281376873;2021-06-01
BANCO DEL ESTADO DE CHILE;249220000000.0;202107;ctra_consumo_tarjetas;-0.11090023046242325;0.005142269454919468;247945000000.0;280306000000.0;331557000000.0;281655000000.0;0.031013408738483992;-0.10012609530461425;-0.009729707282616129;0.031318124926660806;0.03446417167634422;0.036190987450053565;0.04812736360709767;2021-07-01
BANCO DEL ESTADO DE CHILE;254335000000.0;202108;ctra_consumo_tarjetas;-0.054924270574770784;0.020524034989166218;249220000000.0;269116000000.0;336366000000.0;284879000000.0;0.030769184238860863;-0.10163851357621556;-0.007874803498142291;0.031013408738483992;0.034250337646761164;0.03656605672507862;0.048282456753169646;2021-08-01
BANCO DEL ESTADO DE CHILE;253573000000.0;202109;ctra_consumo_tarjetas;-0.022474682251168998;-0.0029960485186859565;254335000000.0;259403000000.0;335373000000.0;280603000000.0;0.03018738409179275;-0.09820794817873801;-0.018908533373897862;0.030769184238860863;0.03347488373935678;0.0365454749921215;0.047910085716476064;2021-09-01
BANCO DEL ESTADO DE CHILE;260815000000.0;202110;ctra_consumo_tarjetas;0.046600749592699886;0.028559823009547625;253573000000.0;249202000000.0;340194000000.0;291703000000.0;0.029892990852101817;-0.08711845001411345;-0.009752194453012342;0.03018738409179275;0.032745749821062736;0.036858571535059816;0.04833654883242005;2021-10-01
BANCO DEL ESTADO DE CHILE;269965000000.0;202111;ctra_consumo_tarjetas;0.04380287353655321;0.03508233805570993;260815000000.0;258636000000.0;340870000000.0;296626000000.0;0.029706956796743518;-0.09306821188300884;-0.006223333632914829;0.029892990852101817;0.03275544774808513;0.03720124249334215;0.048454168187873306;2021-11-01
BANCO DEL ESTADO DE CHILE;283015000000.0;202112;ctra_consumo_tarjetas;0.07429718875502012;0.048339599577722936;269965000000.0;263442000000.0;347458000000.0;306563000000.0;0.029607399490821563;-0.10106171052421686;-0.0033513128457798302;0.029706956796743518;0.03293596438982163;0.03654972251988572;0.034680555345013624;2021-12-01
BANCO DEL ESTADO DE CHILE;285518236514.0;202201;ctra_consumo_tarjetas;0.1312401899965927;0.008844889896295172;283015000000.0;252394000000.0;349864000000.0;313117000000.0;0.029537968266595185;-0.093524911550259;-0.0023450632416367467;0.029607399490821563;0.03258552677615354;0.03633142948407281;0.035166836295415935;2022-01-01
BANCO DEL ESTADO DE CHILE;289056468878.0;202202;ctra_consumo_tarjetas;0.185746213236742;0.012392316537113812;285518236514.0;243776000000.0;349082000000.0;313681000000.0;0.029557387218753367;-0.07339853559549747;0.000657423421371206;0.029537968266595185;0.031898705489041036;0.03643377696953453;0.035223902049836366;2022-02-01
BANCO DEL ESTADO DE CHILE;302462756456.0;202203;ctra_consumo_tarjetas;0.20489169162128684;0.04637947605890913;289056468878.0;251029000000.0;345558000000.0;314231000000.0;0.029666852319527596;-0.06709745415093094;0.0037034768994999023;0.029557387218753367;0.03180059101728219;0.03673872307851783;0.03510041223835766;2022-03-01
BANCO DEL ESTADO DE CHILE;307452732622.0;202204;ctra_consumo_tarjetas;0.23502768743974545;0.01649782017617074;302462756456.0;248944000000.0;324082000000.0;320356000000.0;0.029370684776619596;-0.07055216009047083;-0.009983113129701793;0.029666852319527596;0.03160014313388311;0.036323332149761314;0.034945817816088194;2022-04-01
BANCO DEL ESTADO DE CHILE;317870221581.0;202205;ctra_consumo_tarjetas;0.28639275109468953;0.03388322123585685;307452732622.0;247102000000.0;304379000000.0;326844000000.0;0.029554738970367415;-0.06434305055934653;0.00626659525127371;0.029370684776619596;0.0315871527358778;0.035501135904785076;0.03518315707164837;2022-05-01
BANCO DEL ESTADO DE CHILE;331518248332.0;202206;ctra_consumo_tarjetas;0.3370636565851297;0.042935845588550015;317870221581.0;247945000000.0;289009000000.0;322224000000.0;0.03022274123627205;-0.03497603042819031;0.022602204897644196;0.029554738970367415;0.031318124926660806;0.03482836777418231;0.0353760472594059;2022-06-01
BANCO DEL ESTADO DE CHILE;335204496374.0;202207;ctra_consumo_tarjetas;0.34501443051922;0.0111192915037015;331518248332.0;249220000000.0;280306000000.0;331557000000.0;0.03069762048644124;-0.010182313550425537;0.01571264652854376;0.03022274123627205;0.031013408738483992;0.03446417167634422;0.036190987450053565;2022-07-01
BANCO DEL ESTADO DE CHILE;347783761497.0;202208;ctra_consumo_tarjetas;0.3674239152967542;0.0375271371925896;335204496374.0;254335000000.0;269116000000.0;336366000000.0;0.031645120726162275;0.02846797888762742;0.030865592339299752;0.03069762048644124;0.030769184238860863;0.034250337646761164;0.03656605672507862;2022-08-01
BANCO DEL ESTADO DE CHILE;350813110311.0;202209;ctra_consumo_tarjetas;0.3834797486759236;0.008710437775934388;347783761497.0;253573000000.0;259403000000.0;335373000000.0;0.03212737934591081;0.06426509989136497;0.015239588558429329;0.031645120726162275;0.03018738409179275;0.03347488373935678;0.0365454749921215;2022-09-01
BANCO DEL ESTADO DE CHILE;363309793432.0;202210;ctra_consumo_tarjetas;0.3929789062438893;0.03562205275031349;350813110311.0;260815000000.0;249202000000.0;340194000000.0;0.03241963328721246;0.08452290530617779;0.009096725199867484;0.03212737934591081;0.029892990852101817;0.032745749821062736;0.036858571535059816;2022-10-01
BANCO DEL ESTADO DE CHILE;385378302899.0;202211;ctra_consumo_tarjetas;0.4275120956383236;0.06074295233973781;363309793432.0;269965000000.0;258636000000.0;340870000000.0;0.0334484946065318;0.12594820248294258;0.03173574821789127;0.03241963328721246;0.029706956796743518;0.03275544774808513;0.03720124249334215;2022-11-01
BANCO DEL ESTADO DE CHILE;406081327445.0;202212;ctra_consumo_tarjetas;0.4348402997897638;0.05372130291264954;385378302899.0;283015000000.0;263442000000.0;347458000000.0;0.0343607317645281;0.16054541619503238;0.027272891313265823;0.0334484946065318;0.029607399490821563;0.03293596438982163;0.03654972251988572;2022-12-01
BANCO DEL ESTADO DE CHILE;413517965155.0;202301;ctra_consumo_tarjetas;0.44830666581510537;0.018313173267015648;406081327445.0;285518236514.0;252394000000.0;349864000000.0;0.03515190950842017;0.19005847630264583;0.023025637210347005;0.0343607317645281;0.029537968266595185;0.03258552677615354;0.03633142948407281;2023-01-01
BANCO DEL ESTADO DE CHILE;416437244096.0;202302;ctra_consumo_tarjetas;0.4406778222692629;0.007059618171379123;413517965155.0;289056468878.0;243776000000.0;349082000000.0;0.035803847597426275;0.21133330671087514;0.01854630653421374;0.03515190950842017;0.029557387218753367;0.031898705489041036;0.03643377696953453;2023-02-01
BANCO DEL ESTADO DE CHILE;426624338141.0;202303;ctra_consumo_tarjetas;0.4105020503675205;0.024462495104428328;416437244096.0;302462756456.0;251029000000.0;345558000000.0;0.03622877991713921;0.22118718652508873;0.01186834232149625;0.035803847597426275;0.029666852319527596;0.03180059101728219;0.03673872307851783;2023-03-01
BANCO DEL ESTADO DE CHILE;426475265997.0;202304;ctra_consumo_tarjetas;0.3871246560730137;-0.0003494225028266573;426624338141.0;307452732622.0;248944000000.0;324082000000.0;0.03628453208069089;0.23539959509473318;0.001538891557463451;0.03622877991713921;0.029370684776619596;0.03160014313388311;0.036323332149761314;2023-04-01
BANCO DEL ESTADO DE CHILE;440569176711.0;202305;ctra_consumo_tarjetas;0.3860033019756579;0.03304742815753148;426475265997.0;317870221581.0;247102000000.0;304379000000.0;0.03691576830808688;0.24906426495933132;0.017396840780314227;0.03628453208069089;0.029554738970367415;0.0315871527358778;0.035501135904785076;2023-05-01
BANCO DEL ESTADO DE CHILE;1248337000000.0;201601;ctra_consumo_cuotas;0.0;0.0;0.0;0.0;0.0;0.0;0.09947507594879819;0.0;0.0;0.0;0.0;0.0;0.0;2016-01-01
BANCO DEL ESTADO DE CHILE;1256809000000.0;201602;ctra_consumo_cuotas;0.0;0.006786628931130023;1248337000000.0;0.0;0.0;0.0;0.10019141301645182;0.0;0.007201171356957303;0.09947507594879819;0.0;0.0;0.0;2016-02-01
BANCO DEL ESTADO DE CHILE;1268288000000.0;201603;ctra_consumo_cuotas;0.0;0.009133448280526313;1256809000000.0;0.0;0.0;0.0;0.09963630010300745;0.0;-0.0055405238506139876;0.10019141301645182;0.0;0.0;0.0;2016-03-01
BANCO DEL ESTADO DE CHILE;1274382000000.0;201604;ctra_consumo_cuotas;0.0;0.0048049023565626126;1268288000000.0;0.0;0.0;0.0;0.09916581725296379;0.0;-0.004722002418368176;0.09963630010300745;0.0;0.0;0.0;2016-04-01
BANCO DEL ESTADO DE CHILE;1266521000000.0;201605;ctra_consumo_cuotas;0.0;-0.006168480094665529;1274382000000.0;0.0;0.0;0.0;0.09827472330673093;0.0;-0.0089858982754083;0.09916581725296379;0.0;0.0;0.0;2016-05-01
BANCO DEL ESTADO DE CHILE;1264896000000.0;201606;ctra_consumo_cuotas;0.0;-0.0012830422867050606;1266521000000.0;0.0;0.0;0.0;0.097683324780513;0.0;-0.0060178091203785256;0.09827472330673093;0.0;0.0;0.0;2016-06-01
BANCO DEL ESTADO DE CHILE;1262565000000.0;201607;ctra_consumo_cuotas;0.0;-0.0018428392531876225;1264896000000.0;0.0;0.0;0.0;0.09728966863881615;0.0;-0.004029921612326071;0.097683324780513;0.0;0.0;0.0;2016-07-01
BANCO DEL ESTADO DE CHILE;1271069000000.0;201608;ctra_consumo_cuotas;0.0;0.006735494806207942;1262565000000.0;0.0;0.0;0.0;0.09655784279458932;0.0;-0.007522133176788848;0.09728966863881615;0.0;0.0;0.0;2016-08-01
BANCO DEL ESTADO DE CHILE;1297820000000.0;201609;ctra_consumo_cuotas;0.0;0.021046064375734197;1271069000000.0;0.0;0.0;0.0;0.0980048933728025;0.0;0.014986359847449782;0.09655784279458932;0.0;0.0;0.0;2016-09-01
BANCO DEL ESTADO DE CHILE;1314221000000.0;201610;ctra_consumo_cuotas;0.0;0.012637345702793956;1297820000000.0;0.0;0.0;0.0;0.09895151618827563;0.0;0.009658934190890367;0.0980048933728025;0.0;0.0;0.0;2016-10-01
BANCO DEL ESTADO DE CHILE;1327356000000.0;201611;ctra_consumo_cuotas;0.0;0.009994513860301923;1314221000000.0;0.0;0.0;0.0;0.09891796229099031;0.0;-0.0003390943219250264;0.09895151618827563;0.0;0.0;0.0;2016-11-01
BANCO DEL ESTADO DE CHILE;1353928000000.0;201612;ctra_consumo_cuotas;0.0;0.020018744029484115;1327356000000.0;0.0;0.0;0.0;0.10010365049517343;0.0;0.011986581372300575;0.09891796229099031;0.0;0.0;0.0;2016-12-01
BANCO DEL ESTADO DE CHILE;1360674000000.0;201701;ctra_consumo_cuotas;0.08998932179371444;0.0049825396919185305;1353928000000.0;1248337000000.0;0.0;0.0;0.1004494955356075;0.00979561540933993;0.0034548694150844383;0.10010365049517343;0.09947507594879819;0.0;0.0;2017-01-01
BANCO DEL ESTADO DE CHILE;1361241000000.0;201702;ctra_consumo_cuotas;0.08309297594145182;0.00041670525048620455;1360674000000.0;1256809000000.0;0.0;0.0;0.10043939806353774;0.0024751127828210873;-0.00010052287486284062;0.1004494955356075;0.10019141301645182;0.0;0.0;2017-02-01
BANCO DEL ESTADO DE CHILE;1377368000000.0;201703;ctra_consumo_cuotas;0.08600570217490033;0.011847277594489114;1361241000000.0;1268288000000.0;0.0;0.0;0.10016691479898374;0.005325515855443497;-0.0027129121620346197;0.10043939806353774;0.09963630010300745;0.0;0.0;2017-03-01
BANCO DEL ESTADO DE CHILE;1380817000000.0;201704;ctra_consumo_cuotas;0.0835189134812011;0.002504051204906821;1377368000000.0;1274382000000.0;0.0;0.0;0.10044404187143975;0.012889770425783986;0.0027666527716476708;0.10016691479898374;0.09916581725296379;0.0;0.0;2017-04-01
BANCO DEL ESTADO DE CHILE;1387976000000.0;201705;ctra_consumo_cuotas;0.09589655441954781;0.005184611719003973;1380817000000.0;1266521000000.0;0.0;0.0;0.10058533998396549;0.02351181056010465;0.0014067346344603937;0.10044404187143975;0.09827472330673093;0.0;0.0;2017-05-01
BANCO DEL ESTADO DE CHILE;1394936000000.0;201706;ctra_consumo_cuotas;0.1028068710787291;0.0050144959278835;1387976000000.0;1264896000000.0;0.0;0.0;0.10113985129222057;0.035385021133075956;0.005512844201187583;0.10058533998396549;0.097683324780513;0.0;0.0;2017-06-01
BANCO DEL ESTADO DE CHILE;1398354000000.0;201707;ctra_consumo_cuotas;0.10755010633115925;0.002450291626282519;1394936000000.0;1262565000000.0;0.0;0.0;0.10109597015488637;0.039123388632362976;-0.00043386594674155177;0.10113985129222057;0.09728966863881615;0.0;0.0;2017-07-01
BANCO DEL ESTADO DE CHILE;1414842000000.0;201708;ctra_consumo_cuotas;0.11311187669591494;0.011791005711000224;1398354000000.0;1271069000000.0;0.0;0.0;0.10141843971631205;0.05033870663476647;0.003189737048189256;0.10109597015488637;0.09655784279458932;0.0;0.0;2017-08-01
BANCO DEL ESTADO DE CHILE;1429815000000.0;201709;ctra_consumo_cuotas;0.10170516712641198;0.01058280712616666;1414842000000.0;1297820000000.0;0.0;0.0;0.10200058297665368;0.04077030713815377;0.005740013965606305;0.10141843971631205;0.0980048933728025;0.0;0.0;2017-09-01
BANCO DEL ESTADO DE CHILE;1444367000000.0;201710;ctra_consumo_cuotas;0.09902900653695235;0.010177540451037359;1429815000000.0;1314221000000.0;0.0;0.0;0.10283467510114432;0.039243046114423974;0.008177327032351744;0.10200058297665368;0.09895151618827563;0.0;0.0;2017-10-01
BANCO DEL ESTADO DE CHILE;1463017000000.0;201711;ctra_consumo_cuotas;0.10220393021917262;0.01291223075575676;1444367000000.0;1327356000000.0;0.0;0.0;0.10276013464441473;0.0388420087154826;-0.0007248572201571379;0.10283467510114432;0.09891796229099031;0.0;0.0;2017-11-01
BANCO DEL ESTADO DE CHILE;1479516000000.0;201712;ctra_consumo_cuotas;0.09275825597816123;0.011277380919018754;1463017000000.0;1353928000000.0;0.0;0.0;0.10372100969540844;0.03613613671770555;0.009350659711751641;0.10276013464441473;0.10010365049517343;0.0;0.0;2017-12-01
BANCO DEL ESTADO DE CHILE;1490151000000.0;201801;ctra_consumo_cuotas;0.095156518019746;0.007188161533907111;1479516000000.0;1360674000000.0;1248337000000.0;0.0;0.1037562068123739;0.03291914269090812;0.0003393441412575804;0.10372100969540844;0.1004494955356075;0.09947507594879819;0.0;2018-01-01
BANCO DEL ESTADO DE CHILE;1490116000000.0;201802;ctra_consumo_cuotas;0.09467463880385618;-2.3487552603729256e-05;1490151000000.0;1361241000000.0;1256809000000.0;0.0;0.10386322292324053;0.03408846454393211;0.0010314188823437043;0.1037562068123739;0.10043939806353774;0.10019141301645182;0.0;2018-02-01
BANCO DEL ESTADO DE CHILE;1499946000000.0;201803;ctra_consumo_cuotas;0.08899437187447368;0.006596801859720891;1490116000000.0;1377368000000.0;1268288000000.0;0.0;0.1028218061369005;0.026504673157246028;-0.010026809846924167;0.10386322292324053;0.10016691479898374;0.09963630010300745;0.0;2018-03-01
BANCO DEL ESTADO DE CHILE;1506235000000.0;201804;ctra_consumo_cuotas;0.09082883539238007;0.00419281760810053;1499946000000.0;1380817000000.0;1274382000000.0;0.0;0.10256514492182228;0.021117261022782996;-0.0024961749333258787;0.1028218061369005;0.10044404187143975;0.09916581725296379;0.0;2018-04-01
BANCO DEL ESTADO DE CHILE;1523016000000.0;201805;ctra_consumo_cuotas;0.09729274857778525;0.011141023811025441;1506235000000.0;1387976000000.0;1266521000000.0;0.0;0.10342388543768963;0.028220270013270765;0.008372634938720092;0.10256514492182228;0.10058533998396549;0.09827472330673093;0.0;2018-05-01
BANCO DEL ESTADO DE CHILE;1535190000000.0;201806;ctra_consumo_cuotas;0.10054511461457727;0.007993350037031721;1523016000000.0;1394936000000.0;1264896000000.0;0.0;0.10335712901217557;0.021922888867501822;-0.0006454642970677993;0.10342388543768963;0.10113985129222057;0.097683324780513;0.0;2018-06-01
BANCO DEL ESTADO DE CHILE;1542089000000.0;201807;ctra_consumo_cuotas;0.10278870729443335;0.004493906291729299;1535190000000.0;1398354000000.0;1262565000000.0;0.0;0.10355869458032474;0.02436026304179384;0.0019501854402845797;0.10335712901217557;0.10109597015488637;0.09728966863881615;0.0;2018-07-01
BANCO DEL ESTADO DE CHILE;1577725000000.0;201808;ctra_consumo_cuotas;0.11512451567030091;0.023108912650307456;1542089000000.0;1414842000000.0;1271069000000.0;0.0;0.104407264068105;0.029470226126070198;0.008194092164053535;0.10355869458032474;0.10141843971631205;0.09655784279458932;0.0;2018-08-01
BANCO DEL ESTADO DE CHILE;1594800000000.0;201809;ctra_consumo_cuotas;0.11538905382864217;0.010822545120347415;1577725000000.0;1429815000000.0;1297820000000.0;0.0;0.10496758365649193;0.02908807570754135;0.005366672457018273;0.104407264068105;0.10200058297665368;0.0980048933728025;0.0;2018-09-01
BANCO DEL ESTADO DE CHILE;1637927000000.0;201810;ctra_consumo_cuotas;0.1340102619348129;0.027042262352646063;1594800000000.0;1444367000000.0;1314221000000.0;0.0;0.1067182872606436;0.03776558982346678;0.016678516768385165;0.10496758365649193;0.10283467510114432;0.09895151618827563;0.0;2018-10-01
BANCO DEL ESTADO DE CHILE;1667565000000.0;201811;ctra_consumo_cuotas;0.13981245604118064;0.018094823517775804;1637927000000.0;1463017000000.0;1327356000000.0;0.0;0.10755957261910283;0.04670525190820163;0.007883235198523408;0.1067182872606436;0.10276013464441473;0.09891796229099031;0.0;2018-11-01
BANCO DEL ESTADO DE CHILE;1686170000000.0;201812;ctra_consumo_cuotas;0.1396767591563728;0.011156986384338818;1667565000000.0;1479516000000.0;1353928000000.0;0.0;0.10840829907232812;0.0451913203572214;0.007890757024768602;0.10755957261910283;0.10372100969540844;0.10010365049517343;0.0;2018-12-01
BANCO DEL ESTADO DE CHILE;1715330000000.0;201901;ctra_consumo_cuotas;0.15111153165014812;0.01729362994241379;1686170000000.0;1490151000000.0;1360674000000.0;1248337000000.0;0.10992701865682594;0.05947414650201077;0.01400925572575007;0.10840829907232812;0.1037562068123739;0.1004494955356075;0.09947507594879819;2019-01-01
BANCO DEL ESTADO DE CHILE;1724300000000.0;201902;ctra_consumo_cuotas;0.1571582346609257;0.005229314475931668;1715330000000.0;1490116000000.0;1361241000000.0;1256809000000.0;0.11067829562228604;0.06561584078786131;0.0068343249424918096;0.10992701865682594;0.10386322292324053;0.10043939806353774;0.10019141301645182;2019-02-01
BANCO DEL ESTADO DE CHILE;1738362000000.0;201903;ctra_consumo_cuotas;0.15894972218999892;0.008155193411819361;1724300000000.0;1499946000000.0;1377368000000.0;1268288000000.0;0.11035627815189315;0.07327698567131757;-0.002909490687242222;0.11067829562228604;0.1028218061369005;0.10016691479898374;0.09963630010300745;2019-03-01
BANCO DEL ESTADO DE CHILE;1751521000000.0;201904;ctra_consumo_cuotas;0.16284709889227122;0.0075697697027432564;1738362000000.0;1506235000000.0;1380817000000.0;1274382000000.0;0.11097168276101078;0.08196291094402652;0.0055765255898772015;0.11035627815189315;0.10256514492182228;0.10044404187143975;0.09916581725296379;2019-04-01
BANCO DEL ESTADO DE CHILE;1772781000000.0;201905;ctra_consumo_cuotas;0.16399368095935962;0.012138021753664407;1751521000000.0;1523016000000.0;1387976000000.0;1266521000000.0;0.11168011518899233;0.07982904255010692;0.006383902725051405;0.11097168276101078;0.10342388543768963;0.10058533998396549;0.09827472330673093;2019-05-01
BANCO DEL ESTADO DE CHILE;1787477000000.0;201906;ctra_consumo_cuotas;0.16433601052638425;0.008289800037342365;1772781000000.0;1535190000000.0;1394936000000.0;1264896000000.0;0.11208238584614826;0.08441852939766581;0.0036019899914605524;0.11168011518899233;0.10335712901217557;0.10113985129222057;0.097683324780513;2019-06-01
BANCO DEL ESTADO DE CHILE;1798897000000.0;201907;ctra_consumo_cuotas;0.1665325412476193;0.006388893395551376;1787477000000.0;1542089000000.0;1398354000000.0;1262565000000.0;0.11225775757064048;0.08400128087331526;0.001564668017800308;0.11208238584614826;0.10355869458032474;0.10109597015488637;0.09728966863881615;2019-07-01
BANCO DEL ESTADO DE CHILE;1818010000000.0;201908;ctra_consumo_cuotas;0.15229840434803288;0.010624844001629885;1798897000000.0;1577725000000.0;1414842000000.0;1271069000000.0;0.11238782761211552;0.07643686112495773;0.0011586730778332388;0.11225775757064048;0.104407264068105;0.10141843971631205;0.09655784279458932;2019-08-01
BANCO DEL ESTADO DE CHILE;1825515000000.0;201909;ctra_consumo_cuotas;0.14466704288939058;0.004128140109240341;1818010000000.0;1594800000000.0;1429815000000.0;1297820000000.0;0.11262580069006257;0.07295792440676041;0.0021174275097510797;0.11238782761211552;0.10496758365649193;0.10200058297665368;0.0980048933728025;2019-09-01
BANCO DEL ESTADO DE CHILE;1829485000000.0;201910;ctra_consumo_cuotas;0.11695148806998112;0.002174728775167445;1825515000000.0;1637927000000.0;1444367000000.0;1314221000000.0;0.11259059324497674;0.05502623903615422;-0.0003126055030918673;0.11262580069006257;0.1067182872606436;0.10283467510114432;0.09895151618827563;2019-10-01
BANCO DEL ESTADO DE CHILE;1811948000000.0;201911;ctra_consumo_cuotas;0.08658313169201803;-0.009585757740566359;1829485000000.0;1667565000000.0;1463017000000.0;1327356000000.0;0.10848578358380977;0.008611143965650436;-0.0364578384646721;0.11259059324497674;0.10755957261910283;0.10276013464441473;0.09891796229099031;2019-11-01
BANCO DEL ESTADO DE CHILE;1795216000000.0;201912;ctra_consumo_cuotas;0.06467082204048236;-0.009234260585844645;1811948000000.0;1686170000000.0;1479516000000.0;1353928000000.0;0.10759091747049487;-0.007539843432908255;-0.008248694748317575;0.10848578358380977;0.10840829907232812;0.10372100969540844;0.10010365049517343;2019-12-01
